A,a1,delay,52
A,a1,abort,64
A,a2,delay,54
A,a2,abort,63
D,d1,delay,76
D,d1,abort,66
B,b1,delay,67
B,b1,abort,62
E,e1,delay,70
E,e1,abort,55
E,e2,delay,62
E,e2,abort,71
C,c2,delay,58
C,c2,abort,56
C,c1,delay,51
C,c1,abort,73
