,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,31,44,55,65,75,87,99,111,121,132,143,153,163,174,184
1,26,37,50,62,75,87,99,111,122,132,142,155,165,177,188
2,24,41,53,64,76,86,98,108,118,128,138,148,159,171,184
3,25,40,50,60,70,83,94,107,117,129,142,154,165,178,188
4,23,40,52,62,73,84,95,106,116,127,137,150,160,170,185
5,21,37,49,61,74,88,98,109,120,134,146,157,170,181,191
6,24,36,52,62,74,84,95,106,119,130,140,150,160,171,181
7,24,38,50,62,72,85,97,109,119,130,141,153,164,175,186
8,23,36,49,60,72,83,95,106,118,131,141,152,163,175,185
9,29,42,52,62,77,90,100,111,121,132,142,152,163,176,186
10,21,37,49,64,74,84,95,107,117,128,138,150,162,174,184
11,22,41,51,61,71,81,92,103,113,125,136,148,159,171,183
12,25,42,55,67,77,87,98,109,119,131,143,157,169,181,192
13,24,38,51,61,74,85,96,106,116,128,140,152,163,173,185
14,25,39,49,62,75,87,99,109,120,130,140,150,160,172,182
15,32,42,54,66,78,90,104,115,126,140,152,164,174,186,197
16,24,37,54,66,76,86,96,107,117,127,139,150,160,171,183
17,22,36,50,62,74,85,97,107,118,128,140,151,164,174,185
18,27,39,52,62,75,88,98,108,121,131,141,152,163,176,186
19,29,43,55,66,79,90,101,114,124,136,150,160,172,182,193
