,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,61,115,171,240,311,411,525,602,688,755,837,891,970,1036,1097
1,65,138,188,240,347,420,500,583,684,795,879,1006,1090,1164,1210
2,85,238,322,451,513,619,687,743,812,891,956,1036,1090,1169,1258
3,99,146,204,248,352,415,516,576,679,757,869,930,998,1049,1145
4,60,135,233,326,390,433,479,540,607,654,726,788,865,928,1002
5,78,142,198,254,337,374,470,577,626,680,774,928,993,1023,1096
6,104,155,227,320,376,446,498,558,673,741,809,879,982,1033,1128
7,39,110,237,284,383,460,528,584,673,761,856,940,1026,1058,1129
8,130,191,260,327,387,434,606,698,776,836,905,1007,1039,1089,1141
9,60,114,191,277,313,424,483,568,670,747,834,890,961,1041,1077
10,112,151,214,288,360,450,531,575,595,656,740,816,905,962,1015
11,62,112,206,289,332,413,503,633,740,794,861,898,972,1048,1118
12,91,221,313,421,490,570,669,754,805,843,932,1018,1166,1247,1329
13,79,182,326,390,442,537,679,758,845,915,999,1122,1250,1323,1390
14,65,119,184,228,331,419,482,532,640,683,750,797,869,955,995
15,96,202,256,320,413,479,561,632,694,784,867,923,982,1048,1099
16,65,165,262,337,402,502,577,636,724,776,852,935,1069,1107,1211
17,72,137,197,277,361,427,484,556,656,728,826,899,981,1037,1137
18,71,170,282,340,446,523,611,664,728,831,902,978,1117,1187,1239
19,46,92,148,191,262,314,403,480,540,619,660,739,863,953,1022
