,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,11,21,33,43,57,71,83,95,105,116,126,136,146,158,168
1,10,22,33,45,56,68,81,93,103,113,124,136,147,158,169
2,10,22,32,44,54,65,78,92,105,115,126,136,146,156,167
3,12,23,34,47,62,73,84,96,107,117,127,137,147,157,167
4,12,24,35,46,59,69,80,92,103,113,125,136,146,156,166
5,12,24,34,48,59,71,81,95,107,117,128,138,148,158,169
6,14,27,42,52,64,77,90,102,112,122,132,142,152,162,172
7,13,30,41,57,69,80,90,105,115,126,137,147,157,167,179
8,14,25,35,47,57,69,80,90,102,112,122,132,142,152,162
9,10,21,31,41,54,65,78,92,103,113,123,133,143,153,163
10,11,23,34,46,59,70,82,92,103,113,123,133,143,153,164
11,12,25,36,46,59,71,82,95,106,116,126,136,146,156,166
12,15,28,40,52,64,75,86,97,107,117,127,137,147,157,167
13,13,24,38,51,70,84,96,106,116,126,136,146,156,166,176
14,14,27,39,52,64,79,90,100,111,121,131,141,151,161,172
15,12,24,36,46,56,69,80,90,105,115,128,138,150,161,171
16,10,21,33,44,54,65,77,91,102,112,122,133,145,158,168
17,15,29,41,53,65,78,89,102,112,122,132,143,153,164,174
18,12,23,36,49,60,77,88,99,109,119,129,139,149,159,169
19,15,25,35,47,58,73,84,95,107,118,128,138,148,159,169
