,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,12,23,33,44,55,66,76,86,97,107,117,127,137,147,157
1,12,24,34,45,55,65,77,87,98,108,119,129,139,149,161
2,10,24,36,49,61,75,86,97,111,121,133,144,154,164,176
3,14,26,36,47,57,67,79,89,100,110,121,131,142,154,164
4,11,23,34,45,56,66,76,86,96,106,116,126,137,148,158
5,12,25,38,49,61,72,83,93,103,113,124,134,146,156,166
6,11,22,33,43,53,65,79,91,101,111,121,131,141,151,162
7,11,24,35,50,61,71,83,95,105,116,126,136,147,157,168
8,13,25,36,46,57,67,78,91,102,112,122,133,143,154,165
9,12,23,34,44,54,66,76,86,96,107,117,128,138,149,160
10,18,30,42,52,64,75,86,98,110,121,132,142,154,166,176
11,11,23,34,47,58,70,81,92,102,112,122,133,143,153,165
12,13,23,33,43,54,64,74,84,95,106,117,130,141,151,161
13,14,24,34,45,55,65,75,85,95,106,116,126,136,146,156
14,11,22,34,46,57,68,78,88,98,109,119,129,139,149,159
15,12,27,37,47,57,67,81,93,104,115,125,137,148,158,168
16,13,25,38,49,60,72,82,92,102,113,123,134,145,155,165
17,12,26,37,47,58,70,82,92,102,112,122,132,143,155,165
18,15,27,39,51,61,72,84,94,105,115,125,135,145,155,165
19,13,23,35,46,56,67,77,89,99,109,119,129,141,151,161
