,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,25,71,106,116,127,140,154,166,179,189,202,214,225,236,249
1,36,80,109,120,130,141,153,164,176,187,197,208,218,228,239
2,41,104,115,125,136,147,158,170,181,192,203,216,227,239,252
3,50,102,113,124,134,144,154,165,176,187,197,209,219,232,243
4,73,115,125,135,145,155,165,175,185,195,205,215,225,235,245
5,50,97,112,122,134,148,159,169,180,191,201,213,225,236,248
6,40,78,109,119,130,141,151,161,171,181,193,203,215,226,236
7,74,109,120,130,140,150,160,170,181,192,202,212,222,235,245
8,57,104,114,124,134,144,154,164,174,184,195,205,216,227,237
9,44,91,110,120,131,142,153,164,180,190,201,212,225,236,248
10,47,100,110,121,132,144,155,166,176,188,200,211,223,236,247
11,61,108,118,128,138,148,158,168,178,188,198,208,218,228,238
12,53,102,112,122,132,144,155,165,175,186,198,209,221,232,243
13,39,85,128,138,148,158,168,178,188,198,208,219,230,240,250
14,101,113,123,133,143,153,163,173,183,193,203,213,223,233,243
15,71,108,118,128,138,148,159,169,180,191,202,212,224,235,247
16,42,89,108,118,128,139,149,161,171,182,193,204,216,228,238
17,52,108,119,129,140,150,160,171,184,194,206,216,226,238,249
18,55,109,119,129,139,149,159,169,179,189,199,209,219,229,239
19,48,105,115,126,136,152,163,174,185,197,211,222,233,245,255
