,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,10,20,31,41,51,62,72,82,94,104,114,124,134,144,155
1,11,21,33,43,54,64,76,87,97,107,117,128,138,149,159
2,10,21,32,43,55,65,75,85,95,106,116,126,138,148,158
3,12,22,32,42,52,63,73,83,94,104,115,128,138,148,158
4,12,23,34,45,56,68,79,89,99,111,122,132,142,152,163
5,11,21,32,42,53,65,77,88,99,109,119,130,140,150,160
6,10,20,30,41,52,62,73,83,93,103,114,124,134,146,156
7,10,20,31,41,52,63,74,84,95,105,116,127,138,148,159
8,11,22,32,42,53,64,74,85,95,105,115,125,136,146,156
9,10,20,30,41,52,62,73,83,93,103,113,123,134,144,156
10,12,23,33,43,54,64,74,84,94,104,115,126,136,147,158
11,11,21,31,41,52,63,74,85,97,108,118,129,139,149,159
12,11,22,32,42,53,63,74,84,95,105,115,125,135,145,156
13,12,24,35,45,55,65,75,85,96,106,117,128,138,148,158
14,14,25,36,47,57,67,77,87,97,107,117,127,137,147,158
15,10,21,31,41,52,62,72,85,96,106,117,128,138,148,158
16,10,20,30,41,51,61,71,81,91,101,111,121,132,142,152
17,11,25,36,47,58,68,79,90,100,110,120,130,140,150,160
18,11,21,31,41,51,61,72,82,92,103,115,125,135,145,155
19,10,20,30,40,50,60,72,82,92,102,113,123,133,143,153
