,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,18,43,61,77,100,112,131,151,173,193,205,226,244,266,289
1,20,45,60,81,98,116,135,147,162,178,196,213,233,251,269
2,19,35,60,78,102,122,149,166,182,202,219,235,257,277,310
3,19,41,54,79,96,111,128,151,168,185,205,225,244,255,273
4,14,36,51,65,85,100,126,151,172,190,205,226,244,265,280
5,21,39,62,84,108,121,138,160,188,206,221,240,253,271,289
6,22,49,71,93,109,131,144,162,186,206,234,258,281,305,319
7,19,37,51,68,89,106,127,145,160,184,203,221,243,262,284
8,14,29,47,68,82,101,116,138,151,168,192,210,224,241,261
9,19,38,58,72,101,119,136,159,178,204,219,239,256,276,297
10,16,37,56,72,90,110,129,147,171,195,217,232,248,272,290
11,23,45,60,78,101,117,140,152,173,189,201,220,248,268,284
12,21,45,64,78,94,112,134,149,167,185,207,228,246,265,281
13,24,43,62,78,96,113,125,147,169,191,210,221,238,260,276
14,19,36,49,66,83,106,126,157,170,189,206,232,247,270,299
15,20,43,73,90,109,123,151,179,200,216,244,259,275,304,316
16,15,30,59,80,113,130,146,172,188,208,220,244,266,286,306
17,20,36,47,61,77,94,112,129,143,166,187,206,233,247,264
18,15,33,48,66,88,112,131,153,170,194,208,233,246,262,279
19,18,39,55,74,97,113,131,153,176,194,216,232,251,277,297
