,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,13,23,34,44,56,67,79,89,99,109,119,129,139,149,159
1,13,24,36,46,58,68,78,88,98,108,119,129,140,151,161
2,10,21,32,43,53,64,75,86,96,106,116,126,137,147,157
3,10,20,31,42,55,67,77,88,98,108,119,129,139,149,160
4,10,21,34,45,55,67,77,87,97,107,118,130,141,151,161
5,13,23,33,45,55,68,78,89,99,109,119,129,139,149,161
6,13,23,35,45,55,66,76,86,97,107,117,127,139,149,159
7,11,23,35,46,56,66,76,86,97,107,117,127,137,147,157
8,11,22,32,43,53,64,74,84,94,104,114,125,135,147,158
9,12,22,32,44,55,66,76,86,98,109,119,129,140,150,160
10,10,25,37,47,58,70,80,90,102,112,123,133,145,155,166
11,10,20,30,41,52,63,74,86,96,106,116,126,136,146,157
12,11,22,33,43,53,64,74,85,96,106,116,126,136,146,157
13,11,23,33,45,56,67,78,88,98,108,118,128,138,148,158
14,10,21,31,41,51,62,73,84,94,104,114,124,134,144,155
15,11,22,32,42,52,63,73,85,95,106,117,127,137,147,157
16,11,21,32,42,52,62,74,85,96,106,116,126,137,148,158
17,11,22,33,44,54,64,74,84,95,105,115,125,136,146,157
18,10,21,32,42,53,64,74,84,95,105,115,125,135,145,156
19,12,22,33,43,54,66,76,87,97,107,118,128,139,149,159
