,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,12,27,42,58,68,84,103,132,157,176,186,203,215,236,253
1,17,32,43,55,70,85,102,118,131,150,166,182,199,212,224
2,12,29,42,58,72,84,97,115,132,149,164,193,209,220,234
3,13,28,43,59,69,86,105,117,136,150,160,176,186,199,211
4,17,31,47,60,74,90,104,119,129,146,160,174,185,198,213
5,13,27,42,54,65,77,88,102,113,132,145,168,194,211,226
6,11,28,45,62,76,92,111,121,137,154,165,178,193,205,217
7,21,35,46,60,71,85,101,112,125,139,151,164,178,196,208
8,13,25,39,51,64,76,87,105,121,133,145,169,185,207,233
9,12,33,45,59,74,86,103,118,130,146,164,175,187,199,210
10,15,33,47,60,77,90,103,118,129,140,154,166,187,199,221
11,14,27,39,55,73,85,99,112,129,144,155,168,184,198,218
12,15,30,41,56,67,79,93,107,125,150,163,175,186,198,211
13,15,29,43,57,78,90,102,114,129,142,153,165,179,194,210
14,13,27,38,53,66,79,96,118,138,157,170,184,197,217,230
15,15,30,44,59,75,94,111,123,135,148,160,174,186,202,218
16,11,28,43,54,67,84,97,109,122,138,154,168,186,198,215
17,14,27,40,54,70,86,101,116,132,146,163,175,190,207,221
18,16,31,50,64,83,97,112,125,138,152,166,177,188,203,213
19,14,26,44,56,72,90,104,118,129,143,154,168,181,202,221
